stockName,MarketCap,P/E,ForP/E,PEG,P/S,P/B,P/Cash,EPS,Own,ROA,ROE,Ratio,D/E,Margin,20SMA,52wkH/L,RSI,Gap,Price,Change,Volume
FMX,40970.73,266.28,22.28,21.15,2.97,36.82,54.73,0.43,0.13,0.07,0.14,0.88,0.64,0.07,-0.05,1.67,40.14,-0.01,114.5,0,539066
FNGN,1771.95,98.3,44.9,2.81,9.54,6.62,9.78,0.37,0.01,0.07,0.08,7.01,0,0.1,0.05,2.04,62.75,0,36.37,0.03,210860
FNSR,1204.31,161.13,13.57,21.48,1.29,1.52,4.54,0.08,0.02,0.01,0.01,4.78,0.05,0.01,-0.02,1.57,43.57,-0.01,12.89,-0.02,1887794
FOSL,5650.14,16.99,13.78,1.07,1.98,4.62,31.86,5.62,0.11,0.2,0.29,2.81,0.06,0.12,0.01,2.21,50,0,95.49,0.01,828044
FRAN,1287,27.86,18.4,1.05,4.34,17.84,43.07,1.05,0.02,0.51,1.06,3.2,0,0.16,0.03,1.77,59.28,0,29.25,0.01,1020433
FRED,522.02,17.56,17.34,1.6,0.27,1.21,64.21,0.81,0.01,0.05,0.07,2.39,0.03,0.02,0.03,1.27,57.7,0,14.22,-0.01,129634
FRM,234.18,313.5,12.8,20.9,0.72,1.97,7.06,0.02,0.03,0,0.01,3.12,0.35,0,-0.01,1.85,49.18,0,6.27,0,61308
FSS,475.49,21.77,11.37,3.11,0.59,3.24,16.01,0.35,0.01,0.03,0.14,1.79,1.07,0.03,0,1.93,48.16,-0.01,7.62,-0.03,172636
FSTR,410.54,27.85,11.48,2.78,0.7,1.41,4.05,1.43,0.03,0.04,0.05,3.01,0,0.03,-0.06,1.82,35.04,0,39.82,-0.02,26774
FTEK,88.18,21,19.95,1.74,0.89,1.05,3.59,0.19,0.07,0.04,0.05,3.05,0.01,0.05,-0.03,1.61,39.08,0,3.99,0,21347
FTI,12558.2,31.11,17.93,2.03,1.96,6.72,53.08,1.7,0.01,0.08,0.25,1.81,0.9,0.07,0.01,1.5,53.83,-0.01,52.89,-0.01,1362684
FTK,765.3,16.48,13.5,0.92,2.45,5.17,283.45,0.95,0.03,0.22,0.43,2.29,0.21,0.16,0,1.95,53.53,0,15.66,-0.01,395445
FTNT,2805.55,43.4,25.53,2.58,5.26,5.44,6.78,0.4,0.16,0.08,0.15,1.78,0,0.13,-0.13,1.63,18.65,-0.01,17.36,-0.01,2007028
FTR,4070.25,31.38,18.55,13.47,0.81,0.99,3.07,0.13,0,0.01,0.03,1.34,2.18,0.03,0,1.77,52.19,0,4.08,0,4498474
FUL,1914.05,25.7,12.23,1.48,0.95,2.39,11.73,1.48,0.01,0.04,0.1,2.43,0.64,0.03,0,1.52,43.89,-0.01,38.03,-0.03,306296
FUN,2335.48,23.33,16.15,3.89,2.19,14.68,29.63,1.8,0.02,0.05,0.67,1.02,9.62,0.09,0.03,1.79,74.8,0,41.99,0,97742
FUQI,38.13,0.66,0.8,0.08,0.08,0.13,0.22,2.09,0.43,0.18,0.23,4.32,0.17,0.1,-0.04,2.89,53.03,-0.03,1.38,-0.07,10919
FVE,287.93,21.32,14.56,2.13,0.21,0.94,8.5,0.28,0.01,0.02,0.05,0.75,0.21,0.01,-0.06,2.31,42.25,0,5.97,0,387559
FWLT,2174.02,16.52,10.4,0.85,0.64,3.01,3.73,1.26,0,0.06,0.19,1.37,0.19,0.04,-0.02,1.78,43.28,-0.01,20.81,0.01,571507
FWRD,1101.27,20.39,15.87,1.94,1.87,2.8,15.37,1.79,0.01,0.13,0.16,5.05,0,0.09,-0.02,1.34,43.23,0,36.49,-0.01,53777
FXCM,477.2,35.95,12.09,0.93,1.14,2.54,1.75,0.37,0,0.02,0.06,1.07,0.13,0.09,-0.01,1.7,47.61,-0.01,13.3,-0.01,79673
G,4233.29,23.88,16.06,1.57,2.23,3.6,8.87,0.78,0,0.07,0.14,2.18,0.64,0.1,0.02,1.44,61.04,0,18.63,0,581378
GA,1735.58,10.98,7.47,0.86,4.97,3.34,3.99,0.66,0.02,0.27,0.35,3.02,0,0.5,0.05,1.82,65.27,0,7.25,0,1288724
GAGA,141.91,5.65,5.1,0.19,1.92,0.55,2.16,0.55,0.07,0.09,0.1,3.44,0.08,0.34,-0.09,1.71,33.26,0,3.11,0,1335
GAME,803.3,4.24,4.24,0.45,1,1.18,1.24,0.7,0.04,0.15,0.27,1.68,0.55,0.25,0.03,2.04,55.68,0,2.97,0.06,851345
GAS,5098,18.72,15.44,4.93,1.3,1.49,26.97,2.31,0,0.02,0.08,0.8,1.44,0.07,0.01,1.24,61.06,0,43.24,-0.01,225478
GCO,1437,12.95,9.41,0.86,0.55,1.78,24.03,4.62,0.03,0.09,0.15,2.47,0.06,0.04,0.01,1.57,53.44,0,59.85,-0.01,75765
GCOM,286.12,16.89,15.01,0.8,0.76,1.25,3.89,0.72,0.02,0.05,0.08,2.95,0.08,0.04,0.02,1.52,54.41,0,12.16,-0.01,49856
GDI,3686.81,14.16,12.12,0.94,1.57,2.54,14.52,5.29,0,0.11,0.19,1.45,0.25,0.11,0,1.68,67.28,0,74.92,0,1005802
GDOT,574.23,17.49,12.74,0.8,1.05,1.75,1.39,0.91,0,0.08,0.14,1.4,0.15,0.09,0,3.01,55.76,0,15.92,0.01,323561
GEF,2262.42,17.46,13.31,1.59,0.53,1.86,24.7,2.73,0.02,0.03,0.1,1.42,1.17,0.03,-0.05,1.44,38.19,0,47.66,0,167398
GEL,3868.9,39.07,23.6,1.96,0.95,4.23,342.99,1.22,0.11,0.05,0.11,1.29,0.93,0.02,0.02,1.96,55.67,-0.01,47.67,-0.03,353118
GEO,2671.68,15.24,20.86,1.06,1.67,2.55,84.12,2.45,0.02,0.05,0.15,1.3,1.42,0.09,-0.01,1.97,51.96,0,37.34,-0.01,597895
GEOS,1091.04,22.56,13.21,0.61,4.82,4.56,16.89,3.76,0.02,0.19,0.23,4.07,0,0.21,-0.07,2.82,35.22,0,84.84,0,158407
GES,2295.96,12.94,12.75,1.44,0.86,2.11,6.83,2.08,0.01,0.1,0.16,2.88,0.01,0.07,0.04,1.51,59.51,0,26.91,0,402047
GFF,612.1,38.46,22.73,1.76,0.33,0.93,4.08,0.26,0.06,0.01,0.02,3.34,1.06,0.01,-0.08,1.63,30.7,0,10,-0.01,161959
GGG,3647.42,22.3,17.21,2.62,3.48,7.2,7.88,2.67,0.01,0.15,0.38,5.47,1.04,0.16,0.06,1.48,64.21,0.01,59.54,0,246161
GHDX,906.61,115.77,111.48,3.23,3.86,7.15,9.15,0.26,0.02,0.06,0.07,5.14,0,0.04,0.05,1.48,63.28,0,30.1,0,95496
GHM,239.9,32.42,19.99,1.8,2.54,2.69,4.35,0.74,0.01,0.06,0.09,3.41,0,0.08,0.01,1.54,52.84,0,23.99,0,14066
GIB,7394.35,141.21,10.95,11.23,1.2,2.43,46.52,0.19,0.25,0.01,0.02,0.98,0.9,0.01,0.02,1.43,57.93,0,26.83,-0.01,103658
GIII,837.76,14.53,11.2,1.18,0.6,1.95,30.62,2.79,0.19,0.09,0.14,2.22,0.2,0.04,0.04,1.87,62.59,0,40.53,0,65427
GIL,4883.83,21.35,13.25,2.14,2.36,3.36,59.57,1.88,0.06,0.12,0.17,3.62,0.12,0.11,0.02,1.84,60.76,0,40.14,0,362805
GILD,78302.61,37.78,17.9,1.64,8.07,8.4,42.05,1.36,0.01,0.13,0.32,1.44,0.88,0.27,0.02,2.29,57.96,0,51.38,0,9678591
GIS,32026.71,18.26,16.96,2.35,1.84,4.56,42.63,2.72,0,0.08,0.26,1.02,1.15,0.1,0.01,1.43,58.63,0,49.68,0.01,2366446
GK,853.94,27.26,15.48,2.48,0.95,1.99,36,1.63,0.02,0.04,0.07,2.28,0.51,0.04,-0.01,1.68,50.41,0,44.43,-0.01,49015
GKNT,88.44,58.17,29.09,3.88,0.74,1.27,1.54,0.23,0.05,0.02,0.03,4.89,0,0.02,-0.02,1.79,41.15,0,13.38,-0.01,23245
GLF,1033.42,51.61,10.1,3.44,2.66,1,5.58,0.74,0.02,0.01,0.02,3.82,0.49,0.05,0.01,1.81,54.67,0,38.19,-0.01,142508
GLNG,2669.38,22.56,20.22,2.26,6.31,2.98,5.44,1.47,0.46,0.06,0.15,2.13,1.81,0.39,-0.05,1.4,32.85,0,33.16,-0.01,618202
GLP,970.47,21.44,11.45,1.01,0.06,2.23,162.29,1.65,0.42,0.02,0.12,1.44,1.94,0,0,2.04,52.03,0,35.38,-0.01,66927
GLPW,261.03,15.36,13.03,0.96,0.56,0.97,8.17,1.01,0.05,0.05,0.07,2.71,0,0.04,-0.06,1.94,38.83,0,15.51,-0.02,21915
GLT,1000.19,17.15,12.81,1.24,0.63,1.85,10.24,1.36,0.01,0.05,0.12,2.07,0.46,0.04,0.01,1.73,62.48,0,23.32,-0.01,257938
GLW,20958.65,12.06,10.31,1,2.65,0.98,3.63,1.18,0,0.06,0.08,5.16,0.14,0.22,0.07,1.39,74.55,0,14.23,0,9654498
GM,41925.91,10.45,7.06,0.66,0.28,1.15,1.53,2.92,0,0.03,0.18,1.3,0.44,0.03,0.06,1.65,68.31,0,30.5,-0.01,13705929
GMAN,222.94,9.49,8.97,0.63,0.36,2.18,5.46,1.21,0.53,0.13,0.26,2.45,0,0.04,0,1.96,42.45,0,11.48,0,32382
GMCR,8267.88,23.85,17.2,1.25,2.05,3.64,83.91,2.33,0.06,0.11,0.17,2.29,0.18,0.09,-0.01,3.47,53.14,-0.01,55.56,-0.02,2251330
GMED,1399.63,19.03,16.54,1.27,3.63,3.6,6.59,0.8,0.02,0.19,0.22,9.11,0,0.19,0.01,1.94,53.85,0,15.22,-0.04,156238
GNC,4415.03,19.67,13.39,1.04,1.82,5.05,27.85,2.28,0,0.1,0.26,3.34,1.25,0.1,0.08,1.43,69.07,-0.01,44.85,0.04,5179257
GNCMA,395.88,41.22,22.57,2.58,0.56,2.51,16.17,0.23,0.08,0.01,0.06,1.61,6.09,0.01,0.04,1.69,58.94,-0.01,9.48,-0.03,118951
GNRC,2397.31,26.01,10.64,2.52,2.04,5.18,22.19,1.35,0.02,0.06,0.15,1.77,1.93,0.08,0.01,2.45,56.23,0,35.11,0,275402
GNTX,3174.77,18.91,16.27,1.27,2.94,2.73,6.12,1.17,0,0.13,0.15,7.25,0,0.16,0.09,1.62,80.02,0,22.13,0,983207
GOOG,265887.11,23.86,15.01,1.54,4.97,3.51,5.31,33.59,0,0.13,0.16,4.74,0.07,0.21,0.01,1.52,51.99,0,801.42,-0.01,2481042
GPC,11621.44,18.13,15.35,2.08,0.89,3.79,13.8,4.14,0.01,0.1,0.22,1.77,0.3,0.05,-0.02,1.44,49.83,0,75.04,-0.01,446547
GPI,1452.37,14.17,10.38,0.71,0.19,1.58,312.34,4.21,0.05,0.04,0.11,1.12,1.96,0.01,0.02,1.6,55.23,0,59.67,0.01,254794
GPIC,67.65,14.18,9.56,0.57,1.13,1.47,2.8,0.6,0.03,0.09,0.11,4.02,0,0.08,0.02,1.52,57.48,0,8.51,0.01,4574
GPK,2644.78,20.57,12.68,1.12,0.61,2.65,68.16,0.37,0.1,0.03,0.13,1.76,2.37,0.03,0.02,1.75,54.86,0,7.61,0,2015380
GPN,3500.48,20.14,11.25,1.73,1.49,3.07,5.13,2.28,0,0.07,0.15,1.7,0.98,0.09,0,1.3,46.49,0,45.92,0,538355
GPRE,369.45,28.53,11.05,2.85,0.11,0.74,1.45,0.43,0.07,0.01,0.02,1.31,1.35,0,0.07,3.47,65.36,0,12.27,0.01,322795
GPS,17444.1,16.09,12.8,1.54,1.11,6,11.55,2.33,0.07,0.15,0.4,1.76,0.43,0.07,0.02,1.55,62.55,0,37.49,0,2322161
GPX,415.13,18.46,14.24,1.48,1.03,2.48,53.5,1.18,0.04,0.1,0.15,1.71,0,0.06,-0.01,1.67,49.24,0,21.78,0,35892
GRA,5862.47,70.25,15.42,11.71,1.88,14.63,4.44,1.1,0,0.02,0.26,4.07,0.26,0.03,0.02,1.68,59.49,0,77.27,-0.02,307678
GRC,584.64,20.78,16.57,1.6,1.56,2.49,28.7,1.34,0,0.09,0.13,2.71,0.09,0.08,-0.02,1.23,42.36,0,27.84,-0.03,32790
GRMN,6812.06,12.58,14.11,1.9,2.51,1.92,4.92,2.76,0.05,0.12,0.16,2.79,0,0.2,0.03,1.49,56.91,0,34.72,-0.02,550746
GSIG,285.44,12.74,10.51,1.02,1.05,1.25,4.34,0.66,0.01,0.07,0.1,3.8,0.22,0.08,-0.02,1.79,40.57,-0.01,8.41,0,109664
GSIT,169.15,48.15,20.87,4.82,2.45,1.3,2.58,0.13,0.34,0.03,0.03,10.16,0,0.05,-0.05,1.71,36.48,-0.01,6.26,-0.03,21828
GSM,973.63,33.15,16.58,2.21,1.31,1.94,5.96,0.39,0.14,0.04,0.06,3.59,0.3,0.04,-0.03,1.52,39.86,-0.01,12.93,-0.01,326765
GT,3071.58,15.26,4.94,0.37,0.15,5.74,1.29,0.82,0,0.01,1.1,1.69,12.28,0.01,0.01,1.59,50.48,0.03,12.51,-0.03,10906612
GTAT,436.78,3.98,13.07,0.4,0.56,1.72,0.91,0.92,0.01,0.09,0.32,2.06,0.74,0.14,0.08,2.76,61.52,0,3.66,-0.02,8452982
GTE,1488.15,15.83,9.08,1.58,2.54,1.21,7,0.35,0,0.06,0.08,2.16,0,0.17,-0.01,1.66,47.77,-0.01,5.54,-0.04,941432
GTI,952.18,8.4,12.39,0.84,0.76,0.7,54.98,0.84,0.01,0.05,0.09,3.35,0.4,0.09,-0.03,1.93,45.19,0,7.06,-0.04,1218896
GTIV,311.06,11.57,8.68,1.64,0.18,1.33,1.5,0.87,0.04,0.02,0.12,1.78,4.01,0.02,-0.01,2.51,46.59,-0.01,10.07,-0.01,172774
GTLS,2330.7,32.57,17.92,1.25,2.3,3.32,16.47,2.36,0,0.06,0.11,2.03,0.37,0.07,0,1.5,54.55,0,76.87,-0.01,550908
GTN,370.11,15.21,6.52,7.61,0.91,2.56,33.43,0.42,0.04,0.02,0.18,2.02,5.79,0.07,0.24,4.97,74.15,0,6.39,-0.01,604860
GVA,1092.11,24.47,11.04,2.45,0.52,1.31,2.26,1.15,0.01,0.04,0.06,1.92,0.35,0.03,-0.03,1.79,38.24,0,28.14,-0.01,149460
GWAY,476.2,178.33,42.24,7.93,3.53,4.64,17.39,0.09,0.03,0.02,0.16,1.63,0,0.02,0.04,1.61,60.03,0,16.05,0.01,59423
GWR,4489.73,83.5,16.03,4.8,5.13,2.66,69.32,1.01,0.01,0.01,0.04,1.12,1.51,0.04,-0.02,2.01,45.1,0,84.33,-0.01,230966
GWW,17053.99,24.82,17.95,1.72,1.89,5.3,35.13,9.88,0.03,0.15,0.23,2.95,0.17,0.08,0.06,1.46,67.93,0.02,245.24,0,227685
GXP,3645.28,18.12,14.65,2.77,1.58,1.08,391.97,1.31,0,0.02,0.06,0.5,1.11,0.09,0.02,1.27,64.33,0,23.74,0,691379
H,6748.52,78.75,39.01,7.16,1.71,1.4,7.28,0.53,0.02,0.01,0.02,2.84,0.26,0.02,0,1.32,50.44,0,41.74,0,335434
HAE,2016.54,45.94,19.33,3.73,2.43,2.59,10.44,0.85,0.01,0.04,0.06,3.37,0.62,0.05,-0.03,1.36,38.43,0,39.05,0.01,413687
HAIN,3032.91,27.09,22.75,1.93,1.97,2.74,71.25,2.41,0.03,0.06,0.11,2.08,0.58,0.07,0.06,1.58,70.3,0,65.28,0.01,767924
HAL,37770.26,19.5,10.12,1.13,1.32,2.4,16.26,2.08,0,0.07,0.13,2.82,0.31,0.07,0.03,1.68,54.5,-0.01,40.57,0,6919195
HAR,3032.84,9.85,11.97,0.66,0.72,1.87,4.99,4.53,0,0.1,0.21,2.13,0.19,0.08,0.03,1.55,58.06,0,44.64,0,351742
HAS,6113.43,18.91,14.96,2.43,1.49,4.17,5.73,2.5,0.01,0.08,0.23,3.03,1.06,0.08,0.06,1.56,68.38,0,47.27,-0.01,1350546
HAYN,625.38,13.17,11.58,0.73,1.11,2.05,9.55,3.85,0.01,0.08,0.16,5.09,0,0.08,-0.04,1.45,41.53,-0.02,50.72,-0.02,61218
HBI,4844.23,16.07,12.29,1.07,1.08,5.11,70.67,3.06,0.02,0.08,0.38,2.51,1.71,0.07,0.05,2.03,71.54,-0.01,49.16,0,824382
HBIO,141.74,94.4,16.86,3.78,1.27,1.33,6.85,0.05,0.16,0.01,0.02,5.96,0.12,0.01,-0.07,1.78,35.78,0,4.72,0,58605
HCCI,277.67,117.23,15.55,4.69,1.1,1.85,5.81,0.13,0,0.01,0.02,4.2,0.14,0.01,0.05,1.64,57.38,-0.01,15.24,0,16190
HCKT,154.18,9.51,9.33,0.48,0.66,1.6,9.12,0.51,0.15,0.1,0.15,1.64,0.26,0.07,0.01,1.85,50.55,0,4.85,-0.02,78205
HCLP,522.6,6.72,7.63,0.15,6.91,5.5,49.77,2.85,0.01,0.5,0.83,5.19,0,0.58,-0.01,1.78,45.85,0.01,19.15,0,218902
HCOM,249.43,2.37,21.84,0.79,0.65,0.9,3.72,10.22,0.05,0.15,0.53,1.59,1.07,0.29,0.03,1.5,75.16,0,24.24,0,16040
HCSG,1579.13,31.62,25.09,1.76,1.45,6.56,20.43,0.73,0.04,0.16,0.22,4.68,0,0.05,-0.04,1.51,38.17,0,23.08,-0.01,189303
HD,108717.17,24.37,17.85,1.64,1.45,6.13,43.59,3.01,0,0.11,0.25,1.34,0.61,0.06,0.02,1.64,63.7,0,73.35,0,4976019
HDNG,156.64,8.65,9.72,0.29,0.47,0.97,5.83,1.54,0.03,0.06,0.12,2.36,0.12,0.05,0.01,1.72,52.12,0.01,13.32,0,13789
HEI,2292.92,26.85,21.51,1.44,2.54,4.35,120.11,1.61,0.05,0.09,0.16,3.51,0.48,0.12,0.01,1.48,49.97,0,43.23,-0.01,120359
HELE,1134.86,10.03,9.32,0.67,0.9,1.27,70.4,3.56,0.05,0.08,0.14,1.56,0.36,0.09,-0.04,1.38,42.3,0,35.71,-0.02,69393
HEP,2310.03,30.53,24.46,2.5,7.9,6.34,440.85,1.29,0.01,0.07,0.15,1.33,2.45,0.31,-0.02,1.79,41.29,0,39.38,-0.01,75448
HES,24245.21,9.66,11.73,1.67,0.93,1.08,31.04,7.35,0,0.06,0.12,1.31,0.33,0.1,0.01,1.89,56.27,0,70.99,0,3394660
HF,746.02,17.21,13.6,1.38,2.62,6.17,5.91,1.17,0.02,0.08,0.35,1.24,2.16,0.15,0.02,1.85,57.54,0,20.13,-0.01,121610
HFC,10207.06,5.97,8.97,3.98,0.51,1.69,4.27,8.4,0.01,0.18,0.31,2.7,0.22,0.09,0.03,2.25,50.17,0,50.16,-0.01,2308581
HGG,460.51,7.23,17.47,0.83,0.18,1.3,29.67,1.91,0,0.09,0.21,1.54,0,0.03,0.09,2.43,69.39,0,13.8,-0.02,202188
HGR,1053.94,16.69,13.22,1.11,1.07,2.15,54.86,1.83,0.03,0.05,0.14,3.35,1.03,0.06,0.01,1.57,53.39,-0.01,30.54,-0.01,122440
HI,1536.53,17.51,11.4,1.4,1.45,2.94,15.05,1.4,0.02,0.06,0.18,1.51,1.47,0.08,0,1.57,51.26,0,24.51,-0.01,157041
HIBB,1410.74,19.96,15.78,1.21,1.72,5.86,18.34,2.72,0.01,0.21,0.33,2.71,0.01,0.09,0,1.27,52.79,0,54.28,-0.01,216202
HII,2574.29,17.83,10.44,0.99,0.38,3.86,2.44,2.91,0.01,0.02,0.19,1.79,2.74,0.02,0,1.54,54.92,0,51.88,-0.01,194380
HIMX,903.81,17.77,9.52,0.57,1.23,2.12,6.51,0.3,0.12,0.08,0.12,2.34,0.17,0.07,-0.07,4.51,51.87,0.01,5.33,-0.02,1556851
HITT,1760.34,25.12,20.2,1.93,6.66,3.09,4.3,2.22,0.02,0.13,0.13,24.58,0,0.26,-0.02,1.46,37.82,-0.03,55.76,-0.04,282576
HL,921.07,64.6,8.28,68,2.87,0.81,4.82,0.05,0.01,0.01,0.01,2.98,0.02,0.05,-0.08,2.34,37.61,0.01,3.23,-0.06,6516546
HLF,3942.19,9.4,7.1,0.63,0.97,9.74,11.82,4.07,0.01,0.3,0.97,1.34,1.16,0.12,0.03,2.95,57.6,0.01,38.27,0.01,1591880
HLS,2617.16,16.28,14.46,1.42,1.23,8.91,19.71,1.67,0.02,0.1,0.76,2.12,1.98,0.11,0.04,1.49,65.06,0,27.18,0.02,802529
HLSS,1299.82,14.47,11.97,2.89,13.13,1.44,10.36,1.58,0,0.02,0.09,85.64,3.46,0.51,0,1.94,51.15,-0.01,22.86,-0.02,319253
HMA,2900.46,16.72,10.77,1.48,0.49,2.86,16.09,0.67,0.02,0.03,0.19,1.51,3.55,0.03,-0.04,2.3,45.36,0,11.2,-0.01,5416777
HMSY,2204.98,44.44,27.84,2,4.65,4.76,16.31,0.57,0.01,0.06,0.12,3.04,0.72,0.11,-0.02,2.01,45.68,-0.05,25.33,0.07,3332433
HNI,1514.39,30.29,18.01,3.79,0.76,3.55,39.69,1.1,0.01,0.05,0.12,1.02,0.48,0.02,0,1.7,50.92,-0.01,33.32,0,95294
HNZ,23231.09,22.22,19.07,3.37,2,7.67,21.11,3.26,0.01,0.09,0.36,1.16,1.64,0.09,0,1.44,64.58,0,72.45,0,3705339
HOG,12186.02,18.26,13.82,1.32,2.13,4.6,10.56,2.96,0,0.07,0.26,1.95,1.99,0.12,0.04,1.49,60.55,0,54.04,-0.01,1573210
HOGS,479.64,10.92,6.71,0.5,0.29,0.88,2.72,1.18,0.35,0.04,0.08,0.93,1.11,0.03,0,1.45,53,0,12.89,0,155130
HON,58143.04,19.1,13.39,1.85,1.54,4.33,11.34,3.87,0,0.07,0.24,1.35,0.57,0.08,0,1.48,52.45,0,73.9,-0.01,3330846
HOS,1526.8,41.42,10.83,1.66,2.98,1.3,2.65,1.03,0.05,0.02,0.03,2.13,0.93,0.07,-0.01,1.48,49.67,-0.01,42.66,-0.01,287253
HOT,12083.96,25.98,21.19,3.2,1.91,3.82,39.62,2.39,0,0.05,0.15,0.95,0.58,0.07,0,1.38,52.36,0,62.09,-0.01,1221992
HOTT,566.53,30.28,19.9,0.71,0.76,3.25,11.33,0.46,0,0.07,0.11,2.03,0,0.03,0,1.71,81.06,0,13.93,0,195779
HP,6162.6,10.68,10.26,1.87,1.89,1.54,25.56,5.43,0.01,0.11,0.16,2.29,0.06,0.18,-0.03,1.8,42.02,-0.01,57.99,-0.03,1480600
HPY,1137.53,19.55,13.94,1.25,0.56,5.46,22.92,1.59,0.02,0.09,0.3,0.83,0.9,0.03,-0.02,1.31,46.58,0,31.08,0,541518
HRB,7804.69,24.08,15.01,2.19,2.88,12.3,18.65,1.19,0,0.08,0.51,0.84,2.1,0.14,0.01,2.16,59.5,-0.04,28.66,0.02,6067864
HRC,2002.56,18.62,15.09,1.38,1.19,2.46,18.61,1.8,0,0.08,0.14,1.84,0.43,0.07,-0.04,1.49,41.56,-0.01,33.51,0,787840
HRL,10915.29,22.04,18.15,2,1.31,3.73,12.3,1.87,0,0.11,0.18,3.25,0.09,0.06,0.01,1.57,60.64,0,41.21,0,486143
HRS,4957.5,8.95,9.25,4.78,0.93,2.71,15.11,4.91,0,0.1,0.27,1.94,1.06,0.1,-0.01,1.38,47.14,0,43.93,-0.01,872679
HSH,4384.04,6.04,19.59,0.59,1.08,11.97,14.66,5.9,0,0.02,0.11,1.46,2.58,0.03,0.03,1.49,63.07,0,35.66,0,1098639
HSIC,7862.1,20.78,16.65,1.78,0.88,3.02,64.4,4.32,0.01,0.08,0.15,1.84,0.2,0.05,-0.01,1.29,45.99,0,89.75,0,311618
HSII,229.18,37.32,15.67,2.99,0.49,0.92,1.95,0.34,0.01,0.01,0.03,1.48,0,0.01,-0.07,1.77,37.51,-0.01,12.69,-0.03,44905
HSKA,49.13,38.5,15.69,2.57,0.67,0.91,8.5,0.22,0.03,0.02,0.02,2.29,0.05,0.02,-0.03,1.71,46.45,0,8.47,-0.03,11464
HSNI,2894.83,22.35,15.36,1.72,0.89,5.76,13.03,2.37,0.01,0.1,0.25,1.78,0.5,0.04,0,1.71,51.19,0,52.98,0,122493
HSP,5402.62,120.96,15.85,16.19,1.32,1.77,7,0.27,0,0,0.01,2.68,0.57,0,0.04,1.32,64.74,0,32.66,-0.01,1235785
HSTM,596.93,75,53.57,3.69,5.44,4.39,6.24,0.3,0.22,0.05,0.06,3.19,0,0.07,0.02,1.58,54.1,0,22.5,-0.02,68550
HSY,19580.65,30.3,21.73,3.17,2.95,18.91,26.89,2.89,0.08,0.14,0.7,1.44,1.84,0.1,0,1.44,51.37,0,87.57,-0.01,1894113
HTCO,140.97,16.65,12.43,4.38,0.77,2.86,16.96,0.62,0.05,0.03,0.18,1.34,2.97,0.05,0.02,1.29,56.53,0,10.32,-0.01,10341
HTHT,953.26,33.46,3.35,0.67,1.82,2.34,12.83,0.46,0.01,0.05,0.07,0.86,0,0.06,-0.01,1.9,42.47,0.01,15.39,-0.01,109054
HTLD,1134.22,17.84,15.93,2.72,2.08,3.68,8.9,0.75,0,0.12,0.19,2.93,0,0.12,0.01,1.19,51.46,0,13.38,-0.01,442505
HTSI,2052.02,21.06,15.83,1.75,0.45,2,17.08,1.97,0.01,0.05,0.1,1.5,0.21,0.02,-0.01,1.28,45.17,0,41.48,-0.02,282834
HUB-B,5550.75,18.52,15.56,1.8,1.81,3.27,9.01,5.05,0.02,0.1,0.19,3.31,0.35,0.1,-0.01,1.4,46.68,0,93.51,0,145656
HUBG,1364.44,19.28,15.55,1.38,0.43,2.65,15.82,1.88,0.04,0.08,0.14,1.66,0.04,0.02,-0.04,1.51,37.39,0,36.24,0,180766
HUM,11663.6,9.84,8.68,0.89,0.3,1.32,1.25,7.47,0,0.06,0.14,1.84,0.33,0.03,-0.03,1.5,49.88,0,73.49,0.01,1247343
HUN,4483.53,12.16,8.16,1.74,0.4,2.5,11.59,1.53,0.02,0.04,0.21,1.89,2.09,0.03,0.04,1.8,58.89,-0.01,18.6,-0.02,2300887
HURN,967.1,25.81,14.95,1.91,1.42,1.96,38.44,1.61,0.02,0.05,0.09,1.72,0.43,0.05,0.03,1.49,58.75,0.03,41.56,0.01,139859
HVT,527.99,40.22,17.71,2.87,0.79,2.04,9.86,0.59,0.02,0.04,0.06,2,0.07,0.02,0.07,2.49,71.42,0.01,23.73,-0.01,65961
HWAY,452.91,66.35,23.28,4.42,0.67,1.64,190.3,0.2,0.02,0.01,0.03,0.96,0.97,0.01,0.1,2.14,63.5,0,13.27,0,234123
HWCC,242.01,14.08,11.36,0.94,0.62,2.22,896.33,0.96,0.01,0.09,0.17,5.56,0.54,0.04,0.02,1.36,63.18,-0.01,13.52,0,73806
HXL,3040.58,18.38,14.8,1.36,1.91,3.01,166.15,1.65,0.01,0.11,0.18,2.42,0.27,0.11,0.05,1.4,60.58,0,30.33,-0.01,606213
HZO,289.66,303.75,19.6,12.15,0.54,1.41,18.82,0.04,0.02,0,0.01,1.6,0.62,0,-0.05,2.08,42.64,0,12.15,-0.05,255002
IACI,3884.39,25.19,10.53,2.1,1.39,2.35,5.04,1.83,0.01,0.05,0.09,1.85,0.36,0.06,0.03,1.45,62.36,0,46.1,-0.01,905473
IART,950.62,23.33,10.07,2.37,1.14,1.83,9.81,1.45,0.05,0.04,0.08,4.24,1,0.05,-0.05,1.44,36.24,0,33.83,0,193003
IBM,215684.1,13.4,10.59,1.28,2.09,11.38,17.99,14.5,0,0.14,0.83,1.16,1.75,0.16,-0.06,1.2,36.23,0,194.31,0,3490084
ICA,1685.55,15.27,12.53,0.73,0.43,1.23,2.59,0.73,0,0.02,0.08,1.15,3.04,0.04,-0.11,2.46,34.83,-0.01,11.15,-0.04,397072
